ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,codeReference
mart1254-aes,mart1254,aes,6,aes-extinct,Marti Ke (zmg-zmg) = 9 (Dormant).,701778,
mari1422-aes,mari1422,aes,6,aes-extinct,Maridan (zmd-zmd) = 9 (Dormant).,701778,
marr1256-aes,marr1256,aes,5,aes-nearly_extinct,"Marriammu (2329-xru) = Critically Endangered (60 percent certain, based on the evidence available) (Only a handful of elderly Marriammu people are strong speakers of the language, while the younger ones are talking the traditional language of Wadeye, Murrinh Patha. Many younger Marriammu people understand the language but cannot speak it. They are able to sing the ceremonial songs in Marriammu but very little else. One of the younger people I spoke to listens very carefully to his mother speaking Marriammu and is taking an interest in trying to learn to speak the language. [...] As far as the informants or anyone else is aware of, there are no children speaking the Marriammu language.) [Brown 1999](cldf:brown:99)",569683,
mari1424-aes,mari1424,aes,5,aes-nearly_extinct,"Marrithiyel (2325-mfr) = Critically Endangered (100 percent certain, based on the evidence available) (There is not literacy in Marithiel. ... Marithiel is endangered.) [Moseley 2007](cldf:moseley:07)",569683,
mari1421-aes,mari1421,aes,5,aes-nearly_extinct,"Maridjabin (1908-zmj) = Critically Endangered (100 percent certain, based on the evidence available) (There is no literacy in it. ... The language is moribund.) [Moseley 2007](cldf:moseley:07)",569683,
mari1423-aes,mari1423,aes,5,aes-nearly_extinct,"Mariyedi (2327-zmy) = Critically Endangered (100 percent certain, based on the evidence available) (No literacy in it. ... Mariyedia is moribund.) [Moseley 2007](cldf:moseley:07)",569683,
amii1238-aes,amii1238,aes,5,aes-nearly_extinct,"Emmi (1905) = Critically Endangered (100 percent certain, based on the evidence available) (Young people spoke the English-based pidgin lingua franca Kriol then [1983]. Now this is becoming general... The language is moribund.) [Moseley 2007](cldf:moseley:07)",569683,
mand1416-aes,mand1416,aes,6,aes-extinct,Manda (zma-zma) = 10 (Extinct).,701778,
kofe1239-aes,kofe1239,aes,3,aes-shifting,"Kofei (1900-kpi) = Endangered (20 percent certain, based on the evidence available) [ed. 2010](cldf:ed:10)",569683,
saur1251-aes,saur1251,aes,3,aes-shifting,"Sauri (2778-srt) = Endangered (40 percent certain, based on the evidence available) [Wurm 2007](cldf:wurm:07:1)",569683,
sett1235-aes,sett1235,aes,6,aes-extinct,Settla (sta-sta) = 9 (Second language only).,701778,
kisi1251-aes,kisi1251,aes,5,aes-nearly_extinct,Kisisi (NOCODE_Kisisi-NOCODE_Kisisi) = 8b (Nearly extinct),617607,
brok1250-aes,brok1250,aes,6,aes-extinct,Broken Slavey (NOCODE_Broken-Slavey-NOCODE_Broken-Slavey) = 10 (Extinct).,,
jarg1234-aes,jarg1234,aes,6,aes-extinct,Jargon Loucheux [NOCODE_Jargon-Loucheux] (NOCODE_Jargon-Loucheux-NOCODE_Jargon-Loucheux) = 10 (Extinct),,
kalu1248-aes,kalu1248,aes,1,aes-not_endangered,Kaluli (bco-bco) = 5 (Developing).,701778,
soni1260-aes,soni1260,aes,4,aes-moribund,Sonia (siq-siq) = 8a (Moribund).,701778,
huam1247-aes,huam1247,aes,3,aes-shifting,"Huambisa (3278-hub) = Threatened (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
shua1257-aes,shua1257,aes,2,aes-threatened,Shuar (4329-jiv) = vulnerable,569683,
kang1288-aes,kang1288,aes,3,aes-shifting,"Kanga (4354-kcp) = Threatened (20 percent certain, based on the evidence available) [Dimmendaal and Voeltz 2007](cldf:dimmendaal:voeltz:07)",569683,
katc1249-aes,katc1249,aes,2,aes-threatened,Katcha-Kadugli-Miri (xtc-xtc) = 6b (Threatened).,701778,
kamd1238-aes,kamd1238,aes,3,aes-shifting,"Kamda (5998) = Threatened (20 percent certain, based on the evidence available) [Dimmendaal and Voeltz 2007](cldf:dimmendaal:voeltz:07)",569683,
tumt1243-aes,tumt1243,aes,3,aes-shifting,"Tumtum (5111-tbr) = Threatened (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
kron1241-aes,kron1241,aes,2,aes-threatened,"Krongo (4381-kgo) = Vulnerable (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
gayi1237-aes,gayi1237,aes,1,aes-not_endangered,Gayil (gyl-gyl) = 6a (Vigorous).,701778,
aari1239-aes,aari1239,aes,1,aes-not_endangered,Aari (aiw-aiw) = 4 (Educational).,701778,
hame1242-aes,hame1242,aes,2,aes-threatened,"Hamer-Bana-Kara (7969-amf) = Vulnerable (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
karo1297-aes,karo1297,aes,3,aes-shifting,"Karo (Ethiopia) (4462-kxh) = Threatened (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
kham1281-aes,kham1281,aes,4,aes-moribund,"Khamnigan Mongol (8234) = Severely Endangered (80 percent certain, based on the evidence available) (the younger generation has gone over (in the last 20 years) to using regular Mongolian (the Inner Mongolian standard, or the Khorchin dialect).) [Janhunen 2015](cldf:janhunen:15:1)",569683,
east2337-aes,east2337,aes,2,aes-threatened,"East Yugur (1208-yuy) = Vulnerable (20 percent certain, based on the evidence available) [Bradley 2007](cldf:bradley:07)",569683,
darf1239-aes,darf1239,aes,1,aes-not_endangered,"Daju, Dar Fur (daj-daj) = 6a (Vigorous).",701778,
bayg1239-aes,bayg1239,aes,6,aes-extinct,Baygo (5055-byg) = Dormant [Lewis 2009](cldf:lewis:ed:09),569683,
duru1236-aes,duru1236,aes,2,aes-threatened,"Duruwa (4952-pci) = Vulnerable (20 percent certain, based on the evidence available) [Simons; and Fennig 2013](cldf:simons;:fennig:ed:13)",569683,
nort2699-aes,nort2699,aes,3,aes-shifting,Kolami (1588-kfb) = Definitely endangered,550905,
sout1549-aes,sout1549,aes,3,aes-shifting,"Southeastern Kolami (4861-nit) = Threatened (20 percent certain, based on the evidence available) [van Driem 2007](cldf:driem:07)",569683,
kuru1301-aes,kuru1301,aes,2,aes-threatened,"Kurux (Bangladesh) (1594-kru) = Vulnerable; Kurux (India) (1591-kru) = Vulnerable; Kurux (Nepal) (1446-kru) = Vulnerable; Kusunda (1259-kru, kxl) = Critically endangered",550905,
mlap1238-aes,mlap1238,aes,3,aes-shifting,"Mlap (2280-kja) = Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
cure1236-aes,cure1236,aes,6,aes-extinct,Kueretu (NOCODE_Curetu-NOCODE_Curetu) = 10 (Extinct).,,
tani1257-aes,tani1257,aes,3,aes-shifting,"Tanimuca-Retuarã (5155-tnc) = Threatened (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
yahu1241-aes,yahu1241,aes,6,aes-extinct,Yahuna (1641-ynu) = Dormant (Extinct) [Ardila 2010](cldf:ardila:10),569683,
orej1242-aes,orej1242,aes,5,aes-nearly_extinct,"Orejón (1064-ore) = Critically Endangered (100 percent certain, based on the evidence available) (Highly endangered.) [Michael 2011](cldf:michael:11)",569683,
tama1340-aes,tama1340,aes,6,aes-extinct,Tama (ten-ten) = 10 (Extinct).,701778,
kore1283-aes,kore1283,aes,3,aes-shifting,"Coreguaje (3091-coe) = Threatened (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
tere1278-aes,tere1278,aes,1,aes-not_endangered,Terei (buo-buo) = 5* (Developing).,701778,
uisa1238-aes,uisa1238,aes,3,aes-shifting,"Uisai (5845-uis) = Threatened (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
epen1239-aes,epen1239,aes,2,aes-threatened,"Epena (5377-sja) = Vulnerable (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
embe1260-aes,embe1260,aes,2,aes-threatened,"Emberá-Catío (2665-cto) = Vulnerable (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
rawa1264-aes,rawa1264,aes,3,aes-shifting,Rawat (jnl-jnl) = 7 (Shifting).,701778,
raut1239-aes,raut1239,aes,2,aes-threatened,"Raute (5329-rau) = Vulnerable (100 percent certain, based on the evidence available) (Most of the Raute refuse to settle down and they don't go to school. Therefore, they remain illiterate and monolingual.) [Fortier 2009](cldf:fortier:09)",569683,
koro1316-aes,koro1316,aes,3,aes-shifting,"Koro (India) (7649-jkr) = Endangered (60 percent certain, based on the evidence available) [Anderson and Murmu 2010](cldf:anderson:murmu:10)",569683,
mila1245-aes,mila1245,aes,2,aes-threatened,Milang (NOCODE_Milang-NOCODE_Milang) = 6b (Threatened).,,
drun1238-aes,drun1238,aes,2,aes-threatened,"Drung (1359-duu) = Vulnerable (100 percent certain, based on the evidence available) [Perlin 2009](cldf:perlin:09)",569683,
nung1282-aes,nung1282,aes,5,aes-nearly_extinct,"Anong (4904-nun) = Critically Endangered (100 percent certain, based on the evidence available) [Sun and Liu 2009](cldf:sun:liu:09)",569683,
lite1248-aes,lite1248,aes,6,aes-extinct,Literary Chinese (lzh-lzh) = 10 (Extinct).,,
inpu1234-aes,inpu1234,aes,1,aes-not_endangered,"Naga, Inpui (nkf-nkf) = 5 (Developing).",701778,
rong1266-aes,rong1266,aes,2,aes-threatened,"Rongmei Naga (5673-nbu) = Vulnerable (20 percent certain, based on the evidence available) [Anderson 2012](cldf:anderson:12)",569683,
mara1379-aes,mara1379,aes,2,aes-threatened,"Maram Naga (5667-nma) = Vulnerable (20 percent certain, based on the evidence available) [Haokip 2011](cldf:haokip:11:2)",569683,
than1255-aes,than1255,aes,2,aes-threatened,"Thangal Naga (5646-nki) = Vulnerable (20 percent certain, based on the evidence available) [Anderson 2012](cldf:anderson:12)",569683,
karb1241-aes,karb1241,aes,1,aes-not_endangered,"Karbi (5640-mjw) = At risk (20 percent certain, based on the evidence available) (Younger generation shifting to Assamese) [van Driem 2007](cldf:driem:07)",569683,
amri1238-aes,amri1238,aes,1,aes-not_endangered,Amri Karbi (ajz-ajz) = 5 (Developing).,701778,
mobw1234-aes,mobw1234,aes,2,aes-threatened,"Karen, Mobwa (jkm-jkm) = 6b (Threatened).",701778,
paok1235-aes,paok1235,aes,1,aes-not_endangered,Pa’o (blk-blk) = 5 (Developing).,701778,
paku1238-aes,paku1238,aes,1,aes-not_endangered,"Karen, Paku (jkp-jkp) = 6a (Vigorous).",701778,
zaye1235-aes,zaye1235,aes,1,aes-not_endangered,Zayein (kxk-kxk) = 6a (Vigorous).,701778,
yinb1236-aes,yinb1236,aes,1,aes-not_endangered,Yinbaw (kvu-kvu) = 6a (Vigorous).,701778,
geko1235-aes,geko1235,aes,1,aes-not_endangered,"Karen, Geko (ghk-ghk) = 6a (Vigorous).",701778,
kaya1315-aes,kaya1315,aes,1,aes-not_endangered,Kayan (pdu-pdu) = 5 (Developing).,701778,
west2873-aes,west2873,aes,3,aes-shifting,"Puroik (5429-NOCODE_Western-Puroik) = Threatened (20 percent certain, based on the evidence available)",569683,
sulu1241-aes,sulu1241,aes,3,aes-shifting,"Puroik (5429-suv) = Threatened (20 percent certain, based on the evidence available) [Remsangphuia 2008](cldf:remsangphuia:08)",569683,
nort2724-aes,nort2724,aes,3,aes-shifting,"Lama (5606-bfc) = Endangered (40 percent certain, based on the evidence available) (About 15,000 of 50,000 Lama speak this variety of Bai.) [Bradley 2007](cldf:bradley:07)",569683,
caij1234-aes,caij1234,aes,3,aes-shifting,Caijia (NOCODE_Caijia-NOCODE_Caijia) = 6b (Threatened).,,
ugon1239-aes,ugon1239,aes,5,aes-nearly_extinct,"Ugong (3435-ugo) = Critically Endangered (100 percent certain, based on the evidence available) (no children learn Gong at home, and people in their 30s-40s have limited language competence.

Documentation projects in Mahidol with participants from Gong communities (PI: Mayuree)) [Bradley 2010](cldf:bradley:10)",569683,
guiq1238-aes,guiq1238,aes,3,aes-shifting,"Guiqiong (5611-gqi) = Endangered (100 percent certain, based on the evidence available) (""Though Shiji is not marked on the map (Figure 1), it is located just opposite Guzan across the abysmal but narrow Dadu River. In Qianxi, a doze Han Chinese villagers have learnt to speak the language due to the fact that local Guiqiong speakers do not speak Chinese. In Maibeng, about two and a half hundred people have given up speaking the language. But in all the three most concentrated Guiqiong towns, Shelian, Qianxi and Maibeng, every villagers of the Guiqiong origin can understand the language. In the two north towns, Sanhe and Jintang, over 1000 people of Han Chinese in nationality perhaps of Guiqiong origin can still speak the language.... Even though there seems to be more people speaking the language than originally thought, Guiqiong does not have a bright future when it will be widely and actively used and endless inherited. Instead, quite a few signs suggest a language seriously losing its vigour. At the alpine Guiqiong homes, an older generation over 60 years of age largely monolingual has been using the language whole life long. Within the family, people between 40 and 60 have become bilingual, with most of them making a living in towns and cities where Guiqiong is hardly used. The younger generation can only understand a very limited number of Guiqiong words and hardly speak the language now that they spend most of their life at school or working with Chinese-speaking population. Though most Guiqiong young people marry those of similar backgrounds, the upcoming generation has a slimmer chance to learn Guiqiong better than any of their ancestors.... Guzan has witnessed the prosperity of economy and the fading of a language all at once. As an unwritten language, Guiqiong is not used in schools, whether the teacher can speak the language or not. A child brought up in Quiqiong only is expected  to pick up Chinese as son as possible at school age for fear that she/e should not catch up in class. Guiqiong can only be heard in the depth of homes when adults and children exchange daily talks with their elders, when alpine friends and relatives come for a visit or, quite sparsely, when old acquaintances meet in the bustling streets."" (p.18-19)) [姜儷 2015](cldf:jiangli:15)",569683,
nort2732-aes,nort2732,aes,4,aes-moribund,"Northern Tujia (4225-tji) = Severely Endangered (60 percent certain, based on the evidence available) (The use of the Tujia language varies from place to place. In the heartlands, even children are able to speak Tujia to some degree though young parents tend to raise their children in Chinese due to the socio-economic pressure. Few bilinguals.) [Brassett and Brassett 2005](cldf:brassett:brassett:05)",569683,
sout2739-aes,sout2739,aes,4,aes-moribund,"Southern Tujia (1744-tjs) = Severely Endangered (100 percent certain, based on the evidence available) (Tujia is being discarded simply because Chinese is more practical for everyday life.) [Brassett and Brassett 2005](cldf:brassett:brassett:05)",569683,
leva1238-aes,leva1238,aes,3,aes-shifting,"Levai (5657) = Threatened (20 percent certain, based on the evidence available) [van Driem 2007](cldf:driem:07)",569683,
kala1376-aes,kala1376,aes,1,aes-not_endangered,"Monpa, Kalaktang (kkf-kkf) = 6a* (Vigorous).",701778,
tsha1245-aes,tsha1245,aes,2,aes-threatened,Motuo Menba (1219-tsj) = Definitely endangered; Tshangla (1258-tsj) = Vulnerable,550905,
kaik1246-aes,kaik1246,aes,2,aes-threatened,"Kaike (4475-kzq) = Vulnerable (100 percent certain, based on the evidence available) (""[T]hough the total number of speakers is very small, the level of intergenerational language transmission in the Kaike community is strong. In this community, the speakers of all ages speak this language.They have a very positive attitude towards their language."" (p. 7)) [Regmi 2013](cldf:regmi:13)",569683,
garo1247-aes,garo1247,aes,2,aes-threatened,"Garo (5633-grt) = Vulnerable (80 percent certain, based on the evidence available) (The Garos of Bangladesh use Bengali for everyday dealings with peddlers, shopkeepers, and government and church officials. Bengali is also the language of education for the Garos of Bangladesh. The impact of Bengali on the Garos of India is less strong, as it is not the language of education or the government, nor is it used in trade. Overall, Garo is more endangered in Bangladesh than in India. However, even in Bangladesh most children of Garo parents learn Garo as their first language.) [Burling 2003](cldf:burling:03:1)",569683,
deor1238-aes,deor1238,aes,3,aes-shifting,"Deori (4071-der) = Threatened (40 percent certain, based on the evidence available) [Simons; and Fennig 2013](cldf:simons;:fennig:ed:13)",569683,
chai1254-aes,chai1254,aes,6,aes-extinct,Chairel (519-) = Extinct,550905,
neyo1238-aes,neyo1238,aes,1,aes-not_endangered,Neyo (ney-ney) = 6a* (Vigorous).,701778,
kodi1246-aes,kodi1246,aes,2,aes-threatened,Kodia (kwp-kwp) = 6b (Threatened).,701778,
wane1242-aes,wane1242,aes,2,aes-threatened,Wané (hwa-hwa) = 6b* (Threatened).,701778,
bakw1243-aes,bakw1243,aes,1,aes-not_endangered,Bakwé (bjw-bjw) = 6a* (Vigorous).,701778,
namb1293-aes,namb1293,aes,1,aes-not_endangered,Nambo (ncm-ncm) = 6a (Vigorous).,701778,
nenn1238-aes,nenn1238,aes,3,aes-shifting,"Nen (4890-nqn) = Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
nama1267-aes,nama1267,aes,3,aes-shifting,"Namat (4871-nkm) = Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
neme1244-aes,neme1244,aes,1,aes-not_endangered,Neme (nex-nex) = 6a (Vigorous).,701778,
aram1253-aes,aram1253,aes,1,aes-not_endangered,Aramba (stk-stk) = 5 (Developing).,701778,
rema1238-aes,rema1238,aes,4,aes-moribund,"Rema (10520-bow) = Severely Endangered (20 percent certain, based on the evidence available) [Grummitt 2012](cldf:grummitt:12)",569683,
gunt1241-aes,gunt1241,aes,1,aes-not_endangered,Wartha Thuntai (gnt-gnt) = 6a (Vigorous).,701778,
blaf1238-aes,blaf1238,aes,1,aes-not_endangered,Blafe (bfh-bfh) = 6a (Vigorous).,701778,
sota1242-aes,sota1242,aes,4,aes-moribund,"Sota Kanum (4441-krz) = Severely Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
tagd1238-aes,tagd1238,aes,2,aes-threatened,"Tagdal (5812-tda) = Vulnerable (20 percent certain, based on the evidence available) (Both the Igdalen and the Iberogan reported that there were individuals and villages of their ethnic groups living north and west of Tchin-Tabaradene who no longer spoke Tagdal.) [Rueck and Christiansen 2001](cldf:rueck:christiansen:01)",569683,
